enrollee_id,city,city_development_index,relevent_experience,enrolled_university,education_level,experience,company_size,last_new_job,training_hours,target,training_hours_capped,education_level_encoded,relevent_experience_encoded,experience_encoded,company_size_encoded,last_new_job_encoded,enrolled_university_encoded,city_freq,major_discipline_Arts,major_discipline_Business Degree,major_discipline_Humanities,major_discipline_No Major,major_discipline_Other,major_discipline_STEM,major_discipline_Unknown,gender_Female,gender_Male,gender_Other,gender_Unknown,company_type_Early Stage Startup,company_type_Funded Startup,company_type_NGO,company_type_Other,company_type_Public Sector,company_type_Pvt Ltd,company_type_Unknown
32187,city_21,0.624,Has relevent experience,no_enrollment,Masters,8,1000-4999,2,51,0.0,51.0,3,1,8,5,2.0,0,0.14103768660611754,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
20562,city_78,0.579,No relevent experience,no_enrollment,Graduate,3,10000+,never,68,1.0,68.0,2,0,3,7,0.0,0,0.0016181229773462784,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
21458,city_21,0.624,Has relevent experience,no_enrollment,Masters,1,100-500,1,133,1.0,133.0,3,1,1,3,1.0,0,0.14103768660611754,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
2879,city_21,0.624,Has relevent experience,no_enrollment,Graduate,>20,50-99,>4,52,0.0,52.0,2,1,21,2,5.0,0,0.14103768660611754,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
24624,city_103,0.92,Has relevent experience,no_enrollment,Masters,20,1000-4999,1,212,0.0,185.5,3,1,20,5,1.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
10318,city_131,0.68,Has relevent experience,Part time course,Graduate,4,Unknown,1,46,1.0,46.0,2,1,4,-1,1.0,2,0.0004697776385844034,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
27470,city_160,0.92,Has relevent experience,no_enrollment,Graduate,>20,500-999,4,16,0.0,16.0,2,1,21,4,0.0,0,0.04410690051153565,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
27467,city_103,0.92,No relevent experience,Full time course,Graduate,4,Unknown,1,14,1.0,14.0,2,0,4,-1,1.0,1,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
1226,city_103,0.92,Has relevent experience,no_enrollment,Graduate,10,10/49,1,8,0.0,8.0,2,1,10,1,1.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
15986,city_65,0.802,Has relevent experience,no_enrollment,Graduate,10,Unknown,2,21,0.0,21.0,2,1,10,-1,2.0,0,0.009134565194696732,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
6371,city_75,0.939,Has relevent experience,no_enrollment,Graduate,13,<10,1,37,0.0,37.0,2,1,13,0,1.0,0,0.015920242196471448,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
3100,city_21,0.624,No relevent experience,Full time course,Graduate,5,Unknown,Unknown,47,0.0,47.0,2,0,5,-1,-1.0,1,0.14103768660611754,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
9567,city_160,0.92,Has relevent experience,no_enrollment,Graduate,>20,10/49,1,94,0.0,94.0,2,1,21,1,1.0,0,0.04410690051153565,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
14332,city_19,0.682,No relevent experience,no_enrollment,Graduate,5,100-500,1,336,0.0,185.5,2,0,5,3,1.0,0,0.006211504332393778,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
31835,city_21,0.624,Has relevent experience,no_enrollment,Graduate,1,<10,1,7,1.0,7.0,2,1,1,0,1.0,0,0.14103768660611754,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
26478,city_65,0.802,Has relevent experience,no_enrollment,Graduate,2,1000-4999,1,168,0.0,168.0,2,1,2,5,1.0,0,0.009134565194696732,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
4399,city_103,0.92,Has relevent experience,no_enrollment,Graduate,8,Unknown,4,56,1.0,56.0,2,1,8,-1,0.0,0,0.22732017955945297,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
3776,city_136,0.897,No relevent experience,no_enrollment,Masters,>20,50-99,>4,46,0.0,46.0,3,0,21,2,5.0,0,0.030587744023384485,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
19914,city_103,0.92,No relevent experience,no_enrollment,Primary School,4,Unknown,never,17,0.0,17.0,0,0,4,-1,0.0,0,0.22732017955945297,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
31062,city_103,0.92,Has relevent experience,no_enrollment,Graduate,4,50-99,1,82,0.0,82.0,2,1,4,2,1.0,0,0.22732017955945297,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
18075,city_103,0.92,Has relevent experience,no_enrollment,Graduate,3,10000+,1,44,0.0,44.0,2,1,3,7,1.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
21074,city_103,0.92,Has relevent experience,Unknown,Graduate,9,10000+,1,50,0.0,50.0,2,1,9,7,1.0,-1,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
23049,city_103,0.92,Has relevent experience,no_enrollment,Graduate,>20,500-999,>4,39,0.0,39.0,2,1,21,4,5.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
5822,city_16,0.91,No relevent experience,no_enrollment,Primary School,>20,Unknown,1,41,0.0,41.0,0,0,21,-1,1.0,0,0.08001879110554337,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
13384,city_136,0.897,Has relevent experience,no_enrollment,Masters,16,50-99,>4,16,0.0,16.0,3,1,16,2,5.0,0,0.030587744023384485,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
29788,city_103,0.92,Has relevent experience,no_enrollment,Graduate,>20,1000-4999,1,91,0.0,91.0,2,1,21,5,1.0,0,0.22732017955945297,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
16569,city_28,0.939,No relevent experience,Full time course,Graduate,14,10000+,1,42,0.0,42.0,2,0,14,7,1.0,1,0.010021922956467273,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
25058,city_116,0.743,Has relevent experience,no_enrollment,Masters,11,500-999,>4,80,0.0,80.0,3,1,11,4,5.0,0,0.006681281970978181,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
14414,city_103,0.92,Has relevent experience,no_enrollment,Graduate,9,50-99,2,95,0.0,95.0,2,1,9,2,2.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
32604,city_138,0.836,No relevent experience,no_enrollment,Graduate,10,Unknown,1,42,0.0,42.0,2,0,10,-1,1.0,0,0.006263701847792045,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
5337,city_101,0.5579999999999999,Has relevent experience,no_enrollment,Graduate,5,1000-4999,2,89,0.0,89.0,2,1,5,5,2.0,0,0.0039148136548700285,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
7040,city_103,0.92,Has relevent experience,no_enrollment,Masters,5,100-500,>4,28,0.0,28.0,3,1,5,3,5.0,0,0.22732017955945297,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
29145,city_103,0.92,Has relevent experience,no_enrollment,Graduate,6,5000-9999,4,136,0.0,136.0,2,1,6,6,0.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
31503,city_16,0.91,Has relevent experience,no_enrollment,Graduate,15,500-999,1,2,0.0,2.0,2,1,15,4,1.0,0,0.08001879110554337,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
19161,city_41,0.8270000000000001,Has relevent experience,Full time course,High School,5,<10,never,10,0.0,10.0,1,1,5,0,0.0,1,0.004645578870445767,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
28323,city_19,0.682,No relevent experience,Full time course,Graduate,2,Unknown,never,45,1.0,45.0,2,0,2,-1,0.0,1,0.006211504332393778,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
30006,city_21,0.624,Has relevent experience,no_enrollment,Graduate,10,Unknown,3,23,0.0,23.0,2,1,10,-1,3.0,0,0.14103768660611754,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
17278,city_67,0.855,No relevent experience,Part time course,Graduate,6,50-99,1,166,0.0,166.0,2,0,6,2,1.0,2,0.022497129136653096,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
14424,city_74,0.579,No relevent experience,Full time course,Graduate,4,100-500,1,34,1.0,34.0,2,0,4,3,1.0,1,0.005428541601419773,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
24219,city_114,0.926,Has relevent experience,no_enrollment,Graduate,>20,100-500,1,8,0.0,8.0,2,1,21,3,1.0,0,0.06973588057208477,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
15402,city_102,0.804,Has relevent experience,Full time course,Graduate,15,100-500,>4,6,0.0,6.0,2,1,15,3,5.0,1,0.015868044681073182,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
12034,city_114,0.926,Has relevent experience,no_enrollment,High School,18,Unknown,never,21,1.0,21.0,1,1,18,-1,0.0,0,0.06973588057208477,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
19456,city_21,0.624,No relevent experience,Full time course,Masters,5,50-99,2,48,1.0,48.0,3,0,5,2,2.0,1,0.14103768660611754,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
514,city_114,0.926,Has relevent experience,Unknown,Graduate,17,Unknown,>4,131,0.0,131.0,2,1,17,-1,5.0,-1,0.06973588057208477,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
26321,city_114,0.926,No relevent experience,no_enrollment,Masters,10,Unknown,2,45,1.0,45.0,3,0,10,-1,2.0,0,0.06973588057208477,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
29708,city_45,0.89,Has relevent experience,Part time course,High School,8,10/49,1,52,0.0,52.0,1,1,8,1,1.0,2,0.005898319240004176,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
11782,city_73,0.754,Has relevent experience,Part time course,Masters,2,100-500,2,39,1.0,39.0,3,1,2,3,2.0,2,0.014615304311514771,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
16279,city_21,0.624,Has relevent experience,no_enrollment,Graduate,2,10000+,1,71,0.0,71.0,2,1,2,7,1.0,0,0.14103768660611754,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
5577,city_21,0.624,No relevent experience,no_enrollment,Graduate,<1,10/49,1,52,0.0,52.0,2,0,0,1,1.0,0,0.14103768660611754,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
9200,city_24,0.698,Has relevent experience,no_enrollment,High School,7,Unknown,1,27,0.0,27.0,1,1,7,-1,1.0,0,0.003236245954692557,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
28717,city_136,0.897,Has relevent experience,no_enrollment,Graduate,11,5000-9999,2,12,0.0,12.0,2,1,11,6,2.0,0,0.030587744023384485,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
17618,city_90,0.698,Has relevent experience,no_enrollment,Masters,>20,Unknown,1,124,1.0,124.0,3,1,21,-1,1.0,0,0.010282910533458608,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
31106,city_160,0.92,No relevent experience,no_enrollment,Graduate,3,50-99,never,130,0.0,130.0,2,0,3,2,0.0,0,0.04410690051153565,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
8792,city_114,0.926,Has relevent experience,no_enrollment,High School,11,Unknown,>4,62,0.0,62.0,1,1,11,-1,5.0,0,0.06973588057208477,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
17752,city_103,0.92,Has relevent experience,no_enrollment,Masters,>20,Unknown,>4,210,1.0,185.5,3,1,21,-1,5.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
4595,city_114,0.926,Has relevent experience,no_enrollment,Graduate,12,50-99,1,90,0.0,90.0,2,1,12,2,1.0,0,0.06973588057208477,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
29094,city_104,0.924,Has relevent experience,no_enrollment,Masters,>20,1000-4999,1,30,0.0,30.0,3,1,21,5,1.0,0,0.01571145213487838,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
6943,city_21,0.624,Has relevent experience,no_enrollment,Graduate,10,500-999,1,126,0.0,126.0,2,1,10,4,1.0,0,0.14103768660611754,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
5692,city_71,0.884,Has relevent experience,no_enrollment,High School,10,50-99,2,6,0.0,6.0,1,1,10,2,2.0,0,0.013884539095939034,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
18033,city_103,0.92,Has relevent experience,Full time course,Graduate,1,Unknown,1,91,1.0,91.0,2,1,1,-1,1.0,1,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
6121,city_57,0.866,Has relevent experience,no_enrollment,Phd,>20,100-500,>4,116,1.0,116.0,4,1,21,3,5.0,0,0.005376344086021506,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
20222,city_104,0.924,Has relevent experience,no_enrollment,High School,6,Unknown,1,82,1.0,82.0,1,1,6,-1,1.0,0,0.01571145213487838,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
7146,city_103,0.92,Has relevent experience,no_enrollment,Graduate,16,10/49,Unknown,64,0.0,64.0,2,1,16,1,-1.0,0,0.22732017955945297,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
7150,city_21,0.624,No relevent experience,Full time course,Graduate,4,Unknown,never,17,0.0,17.0,2,0,4,-1,0.0,1,0.14103768660611754,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
9326,city_104,0.924,No relevent experience,Full time course,Graduate,6,50-99,1,51,0.0,51.0,2,0,6,2,1.0,1,0.01571145213487838,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
25736,city_103,0.92,Has relevent experience,no_enrollment,Graduate,>20,50-99,3,62,0.0,62.0,2,1,21,2,3.0,0,0.22732017955945297,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
19769,city_114,0.926,No relevent experience,no_enrollment,High School,15,100-500,never,28,0.0,28.0,1,0,15,3,0.0,0,0.06973588057208477,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
22515,city_103,0.92,No relevent experience,Full time course,High School,4,Unknown,never,44,0.0,44.0,1,0,4,-1,0.0,1,0.22732017955945297,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
24126,city_21,0.624,Has relevent experience,no_enrollment,Graduate,7,10000+,4,66,0.0,66.0,2,1,7,7,0.0,0,0.14103768660611754,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
14528,city_100,0.887,No relevent experience,no_enrollment,High School,2,Unknown,never,11,0.0,11.0,1,0,2,-1,0.0,0,0.014354316734523438,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
31788,city_160,0.92,Has relevent experience,no_enrollment,Graduate,12,100-500,3,18,1.0,18.0,2,1,12,3,3.0,0,0.04410690051153565,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
19859,city_100,0.887,No relevent experience,no_enrollment,Masters,>20,1000-4999,>4,3,1.0,3.0,3,0,21,5,5.0,0,0.014354316734523438,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
6009,city_104,0.924,Has relevent experience,no_enrollment,Masters,>20,100-500,4,35,0.0,35.0,3,1,21,3,0.0,0,0.01571145213487838,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
3809,city_159,0.843,No relevent experience,Full time course,High School,3,Unknown,never,35,0.0,35.0,1,0,3,-1,0.0,1,0.004906566447437102,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
32214,city_142,0.727,Has relevent experience,no_enrollment,Masters,>20,Unknown,>4,85,0.0,85.0,3,1,21,-1,5.0,0,0.0027664683161081533,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
12367,city_152,0.698,Has relevent experience,no_enrollment,Graduate,>20,50-99,1,2,0.0,2.0,2,1,21,2,1.0,0,0.002662073285311619,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
26040,city_73,0.754,No relevent experience,no_enrollment,High School,6,Unknown,1,148,1.0,148.0,1,0,6,-1,1.0,0,0.014615304311514771,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4349,city_103,0.92,No relevent experience,no_enrollment,Primary School,3,Unknown,never,99,0.0,99.0,0,0,3,-1,0.0,0,0.22732017955945297,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
13670,city_103,0.92,Has relevent experience,no_enrollment,Masters,15,100-500,2,4,0.0,4.0,3,1,15,3,2.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
1117,city_103,0.92,No relevent experience,Full time course,Graduate,4,Unknown,1,28,1.0,28.0,2,0,4,-1,1.0,1,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
25332,city_71,0.884,Has relevent experience,Part time course,Masters,2,50-99,1,15,0.0,15.0,3,1,2,2,1.0,2,0.013884539095939034,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
15866,city_50,0.8959999999999999,Has relevent experience,no_enrollment,Masters,14,10000+,>4,96,0.0,96.0,3,1,14,7,5.0,0,0.007307652155757386,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
7352,city_100,0.887,Has relevent experience,no_enrollment,Graduate,18,100-500,2,16,0.0,16.0,2,1,18,3,2.0,0,0.014354316734523438,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
7143,city_103,0.92,Has relevent experience,no_enrollment,Graduate,4,100-500,1,17,0.0,17.0,2,1,4,3,1.0,0,0.22732017955945297,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
23239,city_27,0.848,No relevent experience,no_enrollment,Graduate,2,Unknown,never,18,0.0,18.0,2,0,2,-1,0.0,0,0.002453283223718551,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
30075,city_11,0.55,Has relevent experience,Full time course,Graduate,5,Unknown,1,74,1.0,74.0,2,1,5,-1,1.0,1,0.01289278630337196,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
3650,city_70,0.698,Has relevent experience,Part time course,Graduate,11,50-99,1,17,0.0,17.0,2,1,11,2,1.0,2,0.00229669067752375,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
23397,city_21,0.624,Has relevent experience,no_enrollment,Graduate,9,50-99,1,17,0.0,17.0,2,1,9,2,1.0,0,0.14103768660611754,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
2218,city_16,0.91,Has relevent experience,no_enrollment,Graduate,7,500-999,2,105,0.0,105.0,2,1,7,4,2.0,0,0.08001879110554337,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
5321,city_67,0.855,No relevent experience,Full time course,High School,2,Unknown,never,12,0.0,12.0,1,0,2,-1,0.0,1,0.022497129136653096,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
16696,city_160,0.92,Has relevent experience,no_enrollment,Graduate,>20,10/49,2,9,0.0,9.0,2,1,21,1,2.0,0,0.04410690051153565,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
21354,city_114,0.926,No relevent experience,no_enrollment,Phd,>20,1000-4999,2,9,0.0,9.0,4,0,21,5,2.0,0,0.06973588057208477,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
17770,city_19,0.682,Has relevent experience,no_enrollment,Masters,15,1000-4999,1,41,0.0,41.0,3,1,15,5,1.0,0,0.006211504332393778,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
27356,city_103,0.92,No relevent experience,no_enrollment,High School,5,Unknown,never,48,1.0,48.0,1,0,5,-1,0.0,0,0.22732017955945297,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
23342,city_90,0.698,Has relevent experience,Full time course,Graduate,8,50-99,1,56,0.0,56.0,2,1,8,2,1.0,1,0.010282910533458608,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
447,city_21,0.624,Has relevent experience,no_enrollment,Graduate,2,10/49,1,101,1.0,101.0,2,1,2,1,1.0,0,0.14103768660611754,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
6042,city_103,0.92,Has relevent experience,no_enrollment,Graduate,>20,1000-4999,>4,83,0.0,83.0,2,1,21,5,5.0,0,0.22732017955945297,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
22862,city_65,0.802,Has relevent experience,no_enrollment,Graduate,14,5000-9999,>4,130,1.0,130.0,2,1,14,6,5.0,0,0.009134565194696732,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
26242,city_160,0.92,Has relevent experience,no_enrollment,Graduate,11,100-500,2,91,0.0,91.0,2,1,11,3,2.0,0,0.04410690051153565,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
32481,city_165,0.903,No relevent experience,no_enrollment,Graduate,2,Unknown,1,25,1.0,25.0,2,0,2,-1,1.0,0,0.004280196262657897,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
28129,city_104,0.924,Has relevent experience,no_enrollment,Masters,18,1000-4999,>4,150,0.0,150.0,3,1,18,5,5.0,0,0.01571145213487838,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
6059,city_103,0.92,Has relevent experience,no_enrollment,Graduate,>20,50-99,>4,60,0.0,60.0,2,1,21,2,5.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
28205,city_103,0.92,Has relevent experience,Part time course,Graduate,10,50-99,2,80,0.0,80.0,2,1,10,2,2.0,2,0.22732017955945297,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
9306,city_67,0.855,Has relevent experience,no_enrollment,Masters,Unknown,Unknown,>4,96,1.0,96.0,3,1,-1,-1,5.0,0,0.022497129136653096,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3285,city_102,0.804,Has relevent experience,Full time course,High School,10,5000-9999,1,69,0.0,69.0,1,1,10,6,1.0,1,0.015868044681073182,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
7651,city_149,0.6890000000000001,No relevent experience,Full time course,High School,6,Unknown,1,11,0.0,11.0,1,0,6,-1,1.0,1,0.005324146570623238,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
16191,city_91,0.691,Has relevent experience,no_enrollment,Graduate,12,Unknown,>4,40,1.0,40.0,2,1,12,-1,5.0,0,0.002348888192922017,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
12614,city_23,0.899,No relevent experience,Full time course,Graduate,5,Unknown,never,70,1.0,70.0,2,0,5,-1,0.0,1,0.009499947802484601,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1686,city_103,0.92,No relevent experience,Full time course,Graduate,2,Unknown,never,42,1.0,42.0,2,0,2,-1,0.0,1,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
22551,city_114,0.926,Has relevent experience,no_enrollment,Graduate,7,100-500,>4,5,0.0,5.0,2,1,7,3,5.0,0,0.06973588057208477,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
26356,city_103,0.92,No relevent experience,no_enrollment,Phd,13,100-500,2,79,0.0,79.0,4,0,13,3,2.0,0,0.22732017955945297,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
17897,city_104,0.924,Has relevent experience,no_enrollment,Graduate,15,50-99,4,36,0.0,36.0,2,1,15,2,0.0,0,0.01571145213487838,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
9371,city_75,0.939,Has relevent experience,no_enrollment,Graduate,7,10000+,2,26,0.0,26.0,2,1,7,7,2.0,0,0.015920242196471448,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
12411,city_75,0.939,No relevent experience,Full time course,Graduate,13,Unknown,1,145,0.0,145.0,2,0,13,-1,1.0,1,0.015920242196471448,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
13190,city_75,0.939,Has relevent experience,no_enrollment,Masters,15,1000-4999,3,84,0.0,84.0,3,1,15,5,3.0,0,0.015920242196471448,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
23372,city_90,0.698,Has relevent experience,no_enrollment,Graduate,4,Unknown,1,129,0.0,129.0,2,1,4,-1,1.0,0,0.010282910533458608,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
6811,city_145,0.555,No relevent experience,no_enrollment,Graduate,<1,Unknown,never,25,1.0,25.0,2,0,0,-1,0.0,0,0.0032884434700908237,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
25405,city_103,0.92,Has relevent experience,no_enrollment,Graduate,7,50-99,1,35,0.0,35.0,2,1,7,2,1.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
23266,city_100,0.887,Has relevent experience,no_enrollment,Graduate,>20,Unknown,2,121,1.0,121.0,2,1,21,-1,2.0,0,0.014354316734523438,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
22562,city_67,0.855,Has relevent experience,no_enrollment,Phd,>20,<10,>4,92,0.0,92.0,4,1,21,0,5.0,0,0.022497129136653096,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
2450,city_21,0.624,Has relevent experience,Full time course,Unknown,3,100-500,3,107,1.0,107.0,-1,1,3,3,3.0,1,0.14103768660611754,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
20652,city_90,0.698,Has relevent experience,no_enrollment,Phd,10,Unknown,1,74,0.0,74.0,4,1,10,-1,1.0,0,0.010282910533458608,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
8976,city_46,0.762,Has relevent experience,Full time course,Graduate,5,10000+,never,58,0.0,58.0,2,1,5,7,0.0,1,0.006681281970978181,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
23148,city_160,0.92,No relevent experience,Full time course,High School,3,Unknown,2,53,1.0,53.0,1,0,3,-1,2.0,1,0.04410690051153565,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
29014,city_114,0.926,Has relevent experience,no_enrollment,Masters,>20,50-99,1,33,0.0,33.0,3,1,21,2,1.0,0,0.06973588057208477,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
17229,city_21,0.624,Has relevent experience,Full time course,Graduate,1,50-99,1,3,1.0,3.0,2,1,1,2,1.0,1,0.14103768660611754,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
